iter	RMSE
202	0.01928953275
203	0.01928777133
204	0.01928346715
205	0.01927961277
206	0.0192764526
207	0.01927391645
208	0.01927054002
209	0.01926874602
210	0.01926489202
211	0.01926173896
212	0.01925867395
213	0.01925488839
214	0.01925298044
215	0.01925053447
216	0.01924784672
217	0.01924479942
218	0.01924159362
219	0.01923851536
220	0.01923677262
221	0.0192334529
222	0.01923036533
223	0.019228737
224	0.01922591213
225	0.01922443843
226	0.01922101415
227	0.01922011747
228	0.01921819563
229	0.01921491056
230	0.01921289944
231	0.01920881038
232	0.01920484173
233	0.01920228618
234	0.01919941924
235	0.01919721869
236	0.0191936927
237	0.01919074611
238	0.01918821137
239	0.01918512666
240	0.01918343263
241	0.01918103981
242	0.0191780555
243	0.0191753926
244	0.01917248645
245	0.01917080569
246	0.01916837121
247	0.01916571608
248	0.01916105913
249	0.01915936041
250	0.01915689008
251	0.0191523136
252	0.01915051011
253	0.01914808955
254	0.0191461005
255	0.01914325658
256	0.01914129538
257	0.01913948101
258	0.01913636434
259	0.0191343678
260	0.01913206941
261	0.01912876604
262	0.01912687783
263	0.01912509086
264	0.01912356062
265	0.01912188272
266	0.01911964907
267	0.01911741301
268	0.01911496126
269	0.01911263794
270	0.01911057065
271	0.01910697857
272	0.01910558874
273	0.01910359782
274	0.0191005625
275	0.01909815312
276	0.01909556436
277	0.01909328128
278	0.01909023014
279	0.01908740131
280	0.01908519702
281	0.01908353839
282	0.01908155277
283	0.0190801369
284	0.01907677667
285	0.01907505114
286	0.01907338114
287	0.01907096827
288	0.01906883204
289	0.01906722224
290	0.01906569101
291	0.01906342155
292	0.01906159332
293	0.01905941798
294	0.01905638781
295	0.01905336544
296	0.01905125955
297	0.0190498271
298	0.01904743403
299	0.01904565099
300	0.01904466326
301	0.01904208115
302	0.01903976326
303	0.01903751593
304	0.01903334659
305	0.01903163267
306	0.01902927002
307	0.01902633912
308	0.01902370405
309	0.01902155339
310	0.01901873999
311	0.01901594245
312	0.01901482479
313	0.01901145334
314	0.01900897456
315	0.01900718646
316	0.01900578838
317	0.01900363151
318	0.01899989726
319	0.01899751516
320	0.01899507505
321	0.01899246882
322	0.01898935093
323	0.0189867116
324	0.01898308175
325	0.01898098464
326	0.01897937009
327	0.01897810518
328	0.01897641699
329	0.0189750807
330	0.01897296744
331	0.01897163617
332	0.01896876686
333	0.01896620404
334	0.01896431472
335	0.01896331453
336	0.0189604179
337	0.01895887813
338	0.01895672447
339	0.01895412606
340	0.01895149541
341	0.01894916004
342	0.01894754853
343	0.01894616222
344	0.01894311779
345	0.01894151845
346	0.01893920924
347	0.0189367699
348	0.01893418545
349	0.01893299037
350	0.01893058371
351	0.0189294565
352	0.01892722952
353	0.01892497801
354	0.0189223792
355	0.01892028385
356	0.01891787627
357	0.01891576659
358	0.01891298318
359	0.01891092149
360	0.0189089712
361	0.01890635294
362	0.01890551857
363	0.01890364285
364	0.01890151761
365	0.01889986878
366	0.01889821237
367	0.01889545595
368	0.01889285202
369	0.01888947862
370	0.018887851
371	0.01888690126
372	0.01888497011
373	0.0188831935
374	0.01888164536
375	0.01887990148
376	0.01887794387
377	0.01887619313
378	0.01887516293
379	0.01887312998
380	0.01887107647
381	0.01886975725
382	0.01886792016
383	0.01886678288
384	0.01886537557
385	0.01886271483
386	0.01886117657
387	0.01885923388
388	0.01885746438
389	0.01885513314
390	0.01885298031
391	0.01885103115
392	0.01884959455
393	0.01884755278
394	0.01884596583
395	0.01884281773
396	0.01884082371
397	0.01883940826
398	0.01883817904
399	0.01883680383
400	0.0188349162
401	0.01883399786
402	0.01883231038
403	0.01883039677
404	0.01882868911
405	0.01882736513
406	0.0188252837
407	0.01882366179
408	0.01882084142
409	0.01881849358
410	0.01881711086
411	0.01881521943
412	0.01881332107
413	0.01881152468
414	0.01880891339
415	0.01880731482
416	0.01880493026
417	0.01880283524
418	0.01880133966
419	0.01879918038
420	0.01879800379
421	0.01879677878
422	0.01879557445
423	0.01879362297
424	0.01879288513
425	0.01878924765
426	0.01878782995
427	0.01878634498
428	0.01878396396
429	0.01878167428
430	0.01877923066
431	0.01877718471
432	0.0187757447
433	0.01877306814
434	0.01877204681
435	0.01877019475
436	0.01876876612
437	0.01876735602
438	0.01876676099
439	0.01876474935
440	0.01876287152
441	0.01876105797
442	0.01875949618
443	0.01875731829
444	0.01875508802
445	0.01875350066
446	0.01875215711
447	0.01874982859
448	0.01874712956
449	0.0187453528
450	0.018743761
451	0.01874220456
452	0.01874093418
453	0.01873932922
454	0.01873731059
455	0.01873547965
456	0.01873362007
457	0.01873193266
458	0.01872998727
459	0.01872792384
460	0.01872633987
461	0.01872526088
462	0.01872411094
463	0.01872306933
464	0.018722184
465	0.01872037812
466	0.01871868809
467	0.01871689843
468	0.01871614492
469	0.01871497525
470	0.01871355578
471	0.01871198321
472	0.01871033245
473	0.01870869507
474	0.01870705728
475	0.01870467311
476	0.01870294446
477	0.01870184396
478	0.0187003314
479	0.01869847229
480	0.01869622588
481	0.01869534509
482	0.01869269967
483	0.01869136195
484	0.01868988995
485	0.01868827582
486	0.01868709272
487	0.01868611699
488	0.01868488815
489	0.01868366199
490	0.01868263443
491	0.01868097028
492	0.01867908298
493	0.01867788235
494	0.01867579185
495	0.01867464841
496	0.01867272356
497	0.01867123925
498	0.01866933607
499	0.01866853547
500	0.01866719546
501	0.01866545006
502	0.01866429461
503	0.01866301787
504	0.0186614449
505	0.0186599905
506	0.01865774469
507	0.01865565264
508	0.01865455579
509	0.01865335746
510	0.01865271695
511	0.0186504853
512	0.01864940786
513	0.0186481377
514	0.0186466851
515	0.01864360105
516	0.01864180236
517	0.01864097736
518	0.018638509
519	0.01863700483
520	0.01863576863
521	0.01863453676
522	0.01863316661
523	0.01863204537
524	0.01863122718
525	0.0186302544
526	0.01862920957
527	0.01862742553
528	0.01862664804
529	0.01862472306
530	0.01862362427
531	0.0186228347
532	0.01862163286
533	0.01862037796
534	0.01861764903
535	0.018616224
536	0.01861521953
537	0.01861441838
538	0.01861304089
539	0.0186120808
540	0.01861081095
541	0.01860985039
542	0.01860827912
543	0.01860708931
544	0.018605106
545	0.0186025358
546	0.01860111673
547	0.01859942396
548	0.0185974237
549	0.0185962744
550	0.01859449307
551	0.01859291219
552	0.01859205346
553	0.01859022744
554	0.01858893454
555	0.01858815075
556	0.01858640965
557	0.01858456983
558	0.01858388408
559	0.01858265271
560	0.01858186186
561	0.01858057294
562	0.01857815454
563	0.01857643741
564	0.01857548442
565	0.01857381905
566	0.01857329937
567	0.0185720235
568	0.01857079824
569	0.0185688738
570	0.01856655611
571	0.01856528277
572	0.01856331061
573	0.01856109002
574	0.01855891657
575	0.01855775073
576	0.01855608833
577	0.01855508808
578	0.01855332922
579	0.01855183872
580	0.01855104095
581	0.01854928236
582	0.01854815618
583	0.01854705497
584	0.01854562736
585	0.01854468714
586	0.01854334459
587	0.0185421835
588	0.01854083416
589	0.01853956613
590	0.01853763896
591	0.01853659463
592	0.01853473658
593	0.01853398113
594	0.01853307148
595	0.01853117886
596	0.01853010192
597	0.01852874666
598	0.01852681471
599	0.01852570262
600	0.01852414193
601	0.01852234254
602	0.01852115323
603	0.01851995227
604	0.01851920101
605	0.01851840667
606	0.01851678518
607	0.01851460128
608	0.01851359385
609	0.01851246309
610	0.01851157882
611	0.0185108468
612	0.01850900832
613	0.01850727187
614	0.01850554375
615	0.01850452036
616	0.01850294204
617	0.01850135267
618	0.01850050153
619	0.01849867875
620	0.01849781818
621	0.0184959065
622	0.01849459725
623	0.0184935445
624	0.01849234576
625	0.01849094714
626	0.01849007495
627	0.01848936682
628	0.01848854085
629	0.01848745963
630	0.0184863084
631	0.01848503582
632	0.01848436467
633	0.01848355794
634	0.01848203814
635	0.01848116733
636	0.0184788903
637	0.01847778792
638	0.01847596599
639	0.01847477925
640	0.01847374315
641	0.01847199799
642	0.01847025906
643	0.01846926179
644	0.01846856527
645	0.01846759266
646	0.01846646435
647	0.0184655202
648	0.01846484377
649	0.01846316937
650	0.01846209826
651	0.01846176032
652	0.01845986415
653	0.0184586558
654	0.01845761915
655	0.01845651178
656	0.01845487897
657	0.01845290585
658	0.01845202386
659	0.01845142378
660	0.01845042548
661	0.01844976784
662	0.01844829182
663	0.01844710266
664	0.01844653498
665	0.0184456919
666	0.01844430886
667	0.01844325697
668	0.01844223961
669	0.01844110996
670	0.0184396493
671	0.01843884186
672	0.01843748169
673	0.01843644868
674	0.0184352568
675	0.01843378746
676	0.01843278157
677	0.01843163219
678	0.01842988449
679	0.01842830246
680	0.01842668939
681	0.01842465479
682	0.01842327742
683	0.01842151934
684	0.01842091647
685	0.01841986597
686	0.01841905765
687	0.01841810742
688	0.0184169189
689	0.01841540634
690	0.01841409291
691	0.01841311543
692	0.01841253628
693	0.01841186985
694	0.01841089532
695	0.01841026379
696	0.01840923099
697	0.01840799654
698	0.01840768118
699	0.01840663495
700	0.01840612536
701	0.01840479209
702	0.01840371858
703	0.01840267314
704	0.01840179201
705	0.01840031672
706	0.01839979923
707	0.01839828364
708	0.01839695917
709	0.01839628798
710	0.01839567987
711	0.01839493553
712	0.01839379192
713	0.01839306669
714	0.01839271098
715	0.01839209318
716	0.01839124914
717	0.01839020483
718	0.01838944816
719	0.0183884601
720	0.01838756448
721	0.01838594523
722	0.0183845941
723	0.0183831183
724	0.01838265416
725	0.01838193595
726	0.01838140226
727	0.01837983608
728	0.01837857953
729	0.01837706915
730	0.01837664035
731	0.01837593039
732	0.01837527164
733	0.0183741563
734	0.01837254048
735	0.01837101284
736	0.01837006108
737	0.0183683348
738	0.01836783126
739	0.01836743475
740	0.01836644243
741	0.01836544954
742	0.01836375853
743	0.01836243865
744	0.01836146755
745	0.01836117643
746	0.01836053235
747	0.01835889541
748	0.01835754799
749	0.01835617087
750	0.01835540085
751	0.01835337605
752	0.01835233439
753	0.01835167383
754	0.01835119306
755	0.01834965487
756	0.01834778425
757	0.01834715091
758	0.01834661961
759	0.01834561125
760	0.01834488787
761	0.01834410732
762	0.0183424359
763	0.01834102702
764	0.01834047211
765	0.01833947151
766	0.01833828956
767	0.01833680004
768	0.01833556323
769	0.01833498988
770	0.01833360009
771	0.01833231169
772	0.01833135808
773	0.01833073333
774	0.01833012555
775	0.01832878776
776	0.01832745627
777	0.01832686546
778	0.01832527266
779	0.0183244073
780	0.01832401881
781	0.01832347335
782	0.01832273784
783	0.01832164028
784	0.01832052065
785	0.01831944987
786	0.01831894379
787	0.01831829598
788	0.0183170415
789	0.01831529871
790	0.01831438707
791	0.01831367605
792	0.01831255047
793	0.01831217238
794	0.01831091792
795	0.01831024125
796	0.01830968368
797	0.01830849241
798	0.01830756375
799	0.01830632003
